sample,total_reads,pathogen,n_reads,order,relative_abundance,median_prevalence,lower_ci,upper_ci,median_incidence,lower_ci_incidence,upper_ci_incidence,ra_1_incidence_median,ra_1_incidence_lower_ci,ra_1_incidence_upper_ci,ra_1_prevalence_median,ra_1_prevalence_lower_ci,ra_1_prevalence_upper_ci
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-North-R1-A1_S29,635175667,Rhinovirus A,7,first,1.10E-08,0.006108203405,0.001670418487,0.01662606578,0.006145742852,0.001673213453,0.01690716543,1.79E-08,6.59E-08,6.52E-09,1.80E-08,6.60E-08,6.63E-09
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-North-R1-A1_S29,635175667,Rhinovirus B,0,first,0,0.001904443786,0.0001118943692,0.009371970856,0.001908077613,0.000111906891,0.009460635658,0,0,0,0,0,0
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-North-R1-A1_S29,635175667,Rhinovirus C,54,first,8.50E-08,0.008924457862,0.002955008933,0.02217761006,0.009004821008,0.00296376689,0.02268061182,9.44E-08,2.87E-07,3.75E-08,9.53E-08,2.88E-07,3.83E-08
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-North-R1-A1_S29,635175667,SARS-CoV-2,162,first,2.55E-07,0.001929117964,0.0001121775473,0.009603031078,0.002254987762,0.000130888488,0.01131216735,1.13E-06,1.95E-05,2.25E-07,1.32E-06,2.27E-05,2.66E-07
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-North-R1-A1_S29,635175667,Influenza,22,second,3.46E-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-North-R1-A1_S29,635175667,Mononegavirales,17,second,2.68E-08,0.006243150105,0.001687792266,0.01722822615,0.008795320654,0.002366904015,0.02454233756,3.04E-08,1.13E-07,1.09E-08,4.29E-08,1.59E-07,1.55E-08
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-North-R1-A1_S29,635175667,Coronaviruses (seasonal),119,second,1.87E-07,0.02015227847,0.008860599479,0.04382953041,0.02399453613,0.01042978016,0.05347838462,7.81E-08,1.80E-07,3.50E-08,9.30E-08,2.11E-07,4.27E-08
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-North-R1-A1_S29,635175667,Rhinoviruses,61,second,9.60E-08,0.01838390883,0.008374619585,0.03794445077,0.01872820647,0.008445346146,0.03944101855,5.13E-08,1.14E-07,2.43E-08,5.22E-08,1.15E-07,2.53E-08
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-North-R1-A1_S29,635175667,Coronaviruses (SARS-CoV-2),162,second,2.55E-07,0.001929117964,0.0001121775473,0.009603031078,0.002254987762,0.000130888488,0.01131216735,1.13E-06,1.95E-05,2.25E-07,1.32E-06,2.27E-05,2.66E-07
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Flu B,4,zeroth,4.35E-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,H1N1,28,zeroth,3.05E-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,H3N2,42,zeroth,4.57E-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,HMPV-1,2,zeroth,2.18E-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,HPIV1,0,zeroth,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,HPIV2,0,zeroth,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,HPIV4b,0,zeroth,0,0.001904443786,0.0001118943692,0.009371970856,0.002671308658,0.0001566696473,0.01324488992,0,0,0,0,0,0
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Human coronavirus 229E,49,zeroth,5.33E-08,0.001934935074,0.0001122431619,0.009659003523,0.002261800691,0.0001309650555,0.01137874478,2.36E-07,4.07E-06,4.68E-08,2.75E-07,4.75E-06,5.52E-08
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Human coronavirus HKU1,17,zeroth,1.85E-08,0.001884215771,0.0001116562078,0.009189915365,0.002202401533,0.0001302801223,0.01082101211,8.39E-08,1.42E-06,1.71E-08,9.81E-08,1.66E-06,2.01E-08
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Human coronavirus NL63,46,zeroth,5.00E-08,0.009212865442,0.003004605205,0.02333696846,0.01084828682,0.003515936741,0.02787702853,4.61E-08,1.42E-07,1.79E-08,5.43E-08,1.66E-07,2.14E-08
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Human coronavirus OC43,296,zeroth,3.22E-07,0.012246817,0.004579388487,0.02874023218,0.01446510466,0.005367198388,0.03452245423,2.23E-07,6.00E-07,9.32E-08,2.63E-07,7.03E-07,1.12E-07
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,RSV-A,8,zeroth,8.70E-09,0.001934935074,0.0001122431619,0.009659003523,0.002714160829,0.0001571580666,0.01365449374,3.21E-08,5.54E-07,6.37E-09,4.50E-08,7.75E-07,9.01E-09
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,RSV-B,16,zeroth,1.74E-08,0.001869861539,0.0001114838271,0.009064567581,0.00262271026,0.00015609476,0.01280647981,6.63E-08,1.11E-06,1.36E-08,9.31E-08,1.56E-06,1.92E-08
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus A,0,zeroth,0,0.006108203405,0.001670418487,0.01662606578,0.006145742852,0.001673213453,0.01690716543,0,0,0,0,0,0
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus A1,2,zeroth,2.18E-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus A12,0,zeroth,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus A24,0,zeroth,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus A40,9,zeroth,9.79E-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus A54,3,zeroth,3.26E-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus A80,0,zeroth,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus B103,0,zeroth,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus B3,0,zeroth,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus C,34,zeroth,3.70E-08,0.008924457862,0.002955008933,0.02217761006,0.009004821008,0.00296376689,0.02268061182,4.11E-08,1.25E-07,1.63E-08,4.14E-08,1.25E-07,1.67E-08
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus C1,12,zeroth,1.31E-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus C11,35,zeroth,3.81E-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus C19,1,zeroth,1.09E-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus C2,8,zeroth,8.70E-09,0.001929117964,0.0001121775473,0.009603031078,0.001932846653,0.0001121901326,0.009696143445,4.50E-08,7.75E-07,8.97E-09,4.51E-08,7.76E-07,9.06E-09
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus C20,3,zeroth,3.26E-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus C3,2,zeroth,2.18E-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus C34,2,zeroth,2.18E-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus C36,4,zeroth,4.35E-09,0.001934935074,0.0001122431619,0.009659003523,0.001938686306,0.0001122557618,0.009753209811,2.24E-08,3.88E-07,4.46E-09,2.25E-08,3.88E-07,4.50E-09
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus C4,4,zeroth,4.35E-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus C44,0,zeroth,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus C55,5,zeroth,5.44E-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus C56,6,zeroth,6.53E-09,0.001891504485,0.0001117426589,0.009254772497,0.001895089054,0.0001117551467,0.009341223394,3.44E-08,5.84E-07,6.99E-09,3.45E-08,5.84E-07,7.05E-09
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus C7,0,zeroth,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus C8,0,zeroth,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Severe acute respiratory syndrome coronavirus 2,520,zeroth,5.66E-07,0.001929117964,0.0001121775473,0.009603031078,0.002254987762,0.000130888488,0.01131216735,2.51E-06,4.32E-05,5.00E-07,2.93E-06,5.04E-05,5.89E-07
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Influenza B,4,first,4.35E-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Influenza A,70,first,7.61E-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,HMPV-1,2,first,2.18E-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,HPIV1,0,first,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,HPIV2,0,first,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,HPIV4b,0,first,0,0.001904443786,0.0001118943692,0.009371970856,0.002671308658,0.0001566696473,0.01324488992,0,0,0,0,0,0
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,HCoV-229E,49,first,5.33E-08,0.001934935074,0.0001122431619,0.009659003523,0.002261800691,0.0001309650555,0.01137874478,2.36E-07,4.07E-06,4.68E-08,2.75E-07,4.75E-06,5.52E-08
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,HCoV-HKU1,17,first,1.85E-08,0.001884215771,0.0001116562078,0.009189915365,0.002202401533,0.0001302801223,0.01082101211,8.39E-08,1.42E-06,1.71E-08,9.81E-08,1.66E-06,2.01E-08
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,HCoV-NL63,46,first,5.00E-08,0.009212865442,0.003004605205,0.02333696846,0.01084828682,0.003515936741,0.02787702853,4.61E-08,1.42E-07,1.79E-08,5.43E-08,1.66E-07,2.14E-08
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,HCoV-OC43,296,first,3.22E-07,0.012246817,0.004579388487,0.02874023218,0.01446510466,0.005367198388,0.03452245423,2.23E-07,6.00E-07,9.32E-08,2.63E-07,7.03E-07,1.12E-07
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,RSV-A,8,first,8.70E-09,0.001934935074,0.0001122431619,0.009659003523,0.002714160829,0.0001571580666,0.01365449374,3.21E-08,5.54E-07,6.37E-09,4.50E-08,7.75E-07,9.01E-09
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,RSV-B,16,first,1.74E-08,0.001869861539,0.0001114838271,0.009064567581,0.00262271026,0.00015609476,0.01280647981,6.63E-08,1.11E-06,1.36E-08,9.31E-08,1.56E-06,1.92E-08
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus A,14,first,1.52E-08,0.006108203405,0.001670418487,0.01662606578,0.006145742852,0.001673213453,0.01690716543,2.48E-08,9.10E-08,9.01E-09,2.49E-08,9.11E-08,9.16E-09
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus B,0,first,0,0.001904443786,0.0001118943692,0.009371970856,0.001908077613,0.000111906891,0.009460635658,0,0,0,0,0,0
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinovirus C,116,first,1.26E-07,0.008924457862,0.002955008933,0.02217761006,0.009004821008,0.00296376689,0.02268061182,1.40E-07,4.26E-07,5.56E-08,1.41E-07,4.27E-07,5.69E-08
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,SARS-CoV-2,520,first,5.66E-07,0.001929117964,0.0001121775473,0.009603031078,0.002254987762,0.000130888488,0.01131216735,2.51E-06,4.32E-05,5.00E-07,2.93E-06,5.04E-05,5.89E-07
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Influenza,74,second,8.05E-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Mononegavirales,26,second,2.83E-08,0.006243150105,0.001687792266,0.01722822615,0.008795320654,0.002366904015,0.02454233756,3.21E-08,1.19E-07,1.15E-08,4.53E-08,1.68E-07,1.64E-08
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Coronaviruses (seasonal),408,second,4.44E-07,0.02015227847,0.008860599479,0.04382953041,0.02399453613,0.01042978016,0.05347838462,1.85E-07,4.25E-07,8.30E-08,2.20E-07,5.01E-07,1.01E-07
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Rhinoviruses,130,second,1.41E-07,0.01838390883,0.008374619585,0.03794445077,0.01872820647,0.008445346146,0.03944101855,7.55E-08,1.67E-07,3.58E-08,7.69E-08,1.69E-07,3.73E-08
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R1-A1_S31,919521514,Coronaviruses (SARS-CoV-2),520,second,5.66E-07,0.001929117964,0.0001121775473,0.009603031078,0.002254987762,0.000130888488,0.01131216735,2.51E-06,4.32E-05,5.00E-07,2.93E-06,5.04E-05,5.89E-07
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Flu B,2,zeroth,1.97E-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,H1N1,11,zeroth,1.09E-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,H3N2,16,zeroth,1.58E-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,HMPV-1,0,zeroth,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,HPIV1,0,zeroth,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,HPIV2,0,zeroth,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,HPIV4b,0,zeroth,0,0.001904443786,0.0001118943692,0.009371970856,0.002671308658,0.0001566696473,0.01324488992,0,0,0,0,0,0
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Human coronavirus 229E,6,zeroth,5.92E-09,0.001934935074,0.0001122431619,0.009659003523,0.002261800691,0.0001309650555,0.01137874478,2.62E-08,4.52E-07,5.21E-09,3.06E-08,5.28E-07,6.13E-09
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Human coronavirus HKU1,35,zeroth,3.46E-08,0.001884215771,0.0001116562078,0.009189915365,0.002202401533,0.0001302801223,0.01082101211,1.57E-07,2.65E-06,3.19E-08,1.83E-07,3.09E-06,3.76E-08
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Human coronavirus NL63,21,zeroth,2.07E-08,0.009212865442,0.003004605205,0.02333696846,0.01084828682,0.003515936741,0.02787702853,1.91E-08,5.90E-08,7.44E-09,2.25E-08,6.90E-08,8.88E-09
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Human coronavirus OC43,63,zeroth,6.22E-08,0.012246817,0.004579388487,0.02874023218,0.01446510466,0.005367198388,0.03452245423,4.30E-08,1.16E-07,1.80E-08,5.08E-08,1.36E-07,2.16E-08
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,RSV-A,1,zeroth,9.87E-10,0.001934935074,0.0001122431619,0.009659003523,0.002714160829,0.0001571580666,0.01365449374,3.64E-09,6.28E-08,7.23E-10,5.10E-09,8.80E-08,1.02E-09
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,RSV-B,0,zeroth,0,0.001869861539,0.0001114838271,0.009064567581,0.00262271026,0.00015609476,0.01280647981,0,0,0,0,0,0
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus A,3,zeroth,2.96E-09,0.006108203405,0.001670418487,0.01662606578,0.006145742852,0.001673213453,0.01690716543,4.82E-09,1.77E-08,1.75E-09,4.85E-09,1.77E-08,1.78E-09
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus A1,3,zeroth,2.96E-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus A12,0,zeroth,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus A24,4,zeroth,3.95E-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus A40,8,zeroth,7.90E-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus A54,1,zeroth,9.87E-10,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus A80,0,zeroth,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus B103,0,zeroth,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus B3,0,zeroth,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus C,11,zeroth,1.09E-08,0.008924457862,0.002955008933,0.02217761006,0.009004821008,0.00296376689,0.02268061182,1.21E-08,3.66E-08,4.79E-09,1.22E-08,3.67E-08,4.90E-09
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus C1,7,zeroth,6.91E-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus C11,28,zeroth,2.76E-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus C19,4,zeroth,3.95E-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus C2,4,zeroth,3.95E-09,0.001929117964,0.0001121775473,0.009603031078,0.001932846653,0.0001121901326,0.009696143445,2.04E-08,3.52E-07,4.07E-09,2.05E-08,3.52E-07,4.11E-09
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus C20,9,zeroth,8.88E-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus C3,0,zeroth,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus C34,0,zeroth,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus C36,0,zeroth,0,0.001934935074,0.0001122431619,0.009659003523,0.001938686306,0.0001122557618,0.009753209811,0,0,0,0,0,0
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus C4,0,zeroth,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus C44,1,zeroth,9.87E-10,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus C55,1,zeroth,9.87E-10,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus C56,1,zeroth,9.87E-10,0.001891504485,0.0001117426589,0.009254772497,0.001895089054,0.0001117551467,0.009341223394,5.21E-09,8.83E-08,1.06E-09,5.22E-09,8.83E-08,1.07E-09
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus C7,0,zeroth,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Rhinovirus C8,0,zeroth,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Severe acute respiratory syndrome coronavirus 2,170,zeroth,1.68E-07,0.001929117964,0.0001121775473,0.009603031078,0.002254987762,0.000130888488,0.01131216735,7.44E-07,1.28E-05,1.48E-07,8.70E-07,1.50E-05,1.75E-07
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Influenza B,2,first,1.97E-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
NAO-BCL-2025-03-03-22LMLMLT4_7_2148377295_DITP-20250212-South-R2-A1_S32,1012959760,Influenza A,27,first,2.67E-08,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,
